company_name,ticker,company_folder,company_reports_available,company_report_files,source_gap,source_type_needed,priority,search_query_used,source_found,source_title,source_url,date_accessed,downloaded_file_name,local_file_path,source_relevance,used_in_8_test,notes
Argenx SE,1AE,data/rag/reports/1AE_Argenx_SE,YES,,Transition Pathway Initiative assessment,external_verification,MEDIUM,TO BE COLLECTED,NO,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,HIGH,TO BE DETERMINED,Gap identified during initial audit 2026-05-16
Argenx SE,1AE,data/rag/reports/1AE_Argenx_SE,YES,,Climate Action 100+ benchmark,external_verification,MEDIUM,TO BE COLLECTED,NO,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,HIGH,TO BE DETERMINED,Gap identified during initial audit 2026-05-16
Swissquote Group Holding SA,1SQ,data/rag/reports/1SQ_Swissquote_Group_Holding_SA,YES,tier1_business_report_2025.pdf,,,,MANUAL DOWNLOAD,YES,Business Report 2025,TO BE COLLECTED,TO BE COLLECTED,tier1_business_report_2025.pdf,data/rag/reports/1SQ_Swissquote_Group_Holding_SA/company_reports/tier1_business_report_2025.pdf,MEDIUM,TO BE DETERMINED,
Swissquote Group Holding SA,1SQ,data/rag/reports/1SQ_Swissquote_Group_Holding_SA,YES,tier1_corporate_governance_report_2025.pdf,,,,MANUAL DOWNLOAD,YES,Corporate Governance Report 2025,TO BE COLLECTED,TO BE COLLECTED,tier1_corporate_governance_report_2025.pdf,data/rag/reports/1SQ_Swissquote_Group_Holding_SA/company_reports/tier1_corporate_governance_report_2025.pdf,MEDIUM,TO BE DETERMINED,
Swissquote Group Holding SA,1SQ,data/rag/reports/1SQ_Swissquote_Group_Holding_SA,YES,tier1_financial_report_2025.pdf,,,,MANUAL DOWNLOAD,YES,Financial Report 2025,TO BE COLLECTED,TO BE COLLECTED,tier1_financial_report_2025.pdf,data/rag/reports/1SQ_Swissquote_Group_Holding_SA/company_reports/tier1_financial_report_2025.pdf,MEDIUM,TO BE DETERMINED,
Swissquote Group Holding SA,1SQ,data/rag/reports/1SQ_Swissquote_Group_Holding_SA,YES,tier1_remuneration_report_2025.pdf,,,,MANUAL DOWNLOAD,YES,Remuneration Report 2025,TO BE COLLECTED,TO BE COLLECTED,tier1_remuneration_report_2025.pdf,data/rag/reports/1SQ_Swissquote_Group_Holding_SA/company_reports/tier1_remuneration_report_2025.pdf,MEDIUM,TO BE DETERMINED,
Swissquote Group Holding SA,1SQ,data/rag/reports/1SQ_Swissquote_Group_Holding_SA,YES,tier1_sustainability_report_2025.pdf,,,,MANUAL DOWNLOAD,YES,Sustainability Report 2025,TO BE COLLECTED,TO BE COLLECTED,tier1_sustainability_report_2025.pdf,data/rag/reports/1SQ_Swissquote_Group_Holding_SA/company_reports/tier1_sustainability_report_2025.pdf,HIGH,TO BE DETERMINED,
Swissquote Group Holding SA,1SQ,data/rag/reports/1SQ_Swissquote_Group_Holding_SA,YES,,,,,MANUAL DOWNLOAD,YES,Sustainability Report 2024,TO BE COLLECTED,TO BE COLLECTED,tier2_sustainability_report_2024.pdf,data/rag/reports/1SQ_Swissquote_Group_Holding_SA/external_evidence/tier2_sustainability_report_2024.pdf,HIGH,TO BE DETERMINED,
Swissquote Group Holding SA,1SQ,data/rag/reports/1SQ_Swissquote_Group_Holding_SA,YES,,SBTi target dashboard,external_verification,HIGH,TO BE COLLECTED,NO,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,HIGH,TO BE DETERMINED,Gap identified during initial audit 2026-05-16
Swissquote Group Holding SA,1SQ,data/rag/reports/1SQ_Swissquote_Group_Holding_SA,YES,,CDP climate score or response,external_verification,HIGH,TO BE COLLECTED,NO,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,HIGH,TO BE DETERMINED,Gap identified during initial audit 2026-05-16
Swissquote Group Holding SA,1SQ,data/rag/reports/1SQ_Swissquote_Group_Holding_SA,YES,,Third-party GHG emissions assurance,external_assurance,HIGH,TO BE COLLECTED,NO,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,HIGH,TO BE DETERMINED,Gap identified during initial audit 2026-05-16
Swissquote Group Holding SA,1SQ,data/rag/reports/1SQ_Swissquote_Group_Holding_SA,YES,,TCFD / climate disclosure report,company_report,MEDIUM,TO BE COLLECTED,NO,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,HIGH,TO BE DETERMINED,Gap identified during initial audit 2026-05-16
Swissquote Group Holding SA,1SQ,data/rag/reports/1SQ_Swissquote_Group_Holding_SA,YES,,Transition Pathway Initiative assessment,external_verification,MEDIUM,TO BE COLLECTED,NO,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,HIGH,TO BE DETERMINED,Gap identified during initial audit 2026-05-16
Swissquote Group Holding SA,1SQ,data/rag/reports/1SQ_Swissquote_Group_Holding_SA,YES,,Climate Action 100+ benchmark,external_verification,MEDIUM,TO BE COLLECTED,NO,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,HIGH,TO BE DETERMINED,Gap identified during initial audit 2026-05-16
Ferrari NV,2FE,data/rag/reports/2FE_Ferrari_NV,YES,tier1_annual_report_2025.pdf,,,,MANUAL DOWNLOAD,YES,Annual Report 2025,TO BE COLLECTED,TO BE COLLECTED,tier1_annual_report_2025.pdf,data/rag/reports/2FE_Ferrari_NV/company_reports/tier1_annual_report_2025.pdf,HIGH,TO BE DETERMINED,
Ferrari NV,2FE,data/rag/reports/2FE_Ferrari_NV,YES,tier1_environmental_management_report_assurance_2025.pdf,,,,MANUAL DOWNLOAD,YES,Environmental Management Report Assurance 2025,TO BE COLLECTED,TO BE COLLECTED,tier1_environmental_management_report_assurance_2025.pdf,data/rag/reports/2FE_Ferrari_NV/company_reports/tier1_environmental_management_report_assurance_2025.pdf,HIGH,TO BE DETERMINED,
Ferrari NV,2FE,data/rag/reports/2FE_Ferrari_NV,YES,tier1_modern_slavery_statement_2025.pdf,,,,MANUAL DOWNLOAD,YES,Modern Slavery Statement 2025,TO BE COLLECTED,TO BE COLLECTED,tier1_modern_slavery_statement_2025.pdf,data/rag/reports/2FE_Ferrari_NV/company_reports/tier1_modern_slavery_statement_2025.pdf,MEDIUM,TO BE DETERMINED,
Ferrari NV,2FE,data/rag/reports/2FE_Ferrari_NV,YES,tier1_sasb_index_2025.pdf,,,,MANUAL DOWNLOAD,YES,Sasb Index 2025,TO BE COLLECTED,TO BE COLLECTED,tier1_sasb_index_2025.pdf,data/rag/reports/2FE_Ferrari_NV/company_reports/tier1_sasb_index_2025.pdf,MEDIUM,TO BE DETERMINED,
Ferrari NV,2FE,data/rag/reports/2FE_Ferrari_NV,YES,tier1_tcfd_cross_reference_table_2025.pdf,,,,MANUAL DOWNLOAD,YES,Tcfd Cross Reference Table 2025,TO BE COLLECTED,TO BE COLLECTED,tier1_tcfd_cross_reference_table_2025.pdf,data/rag/reports/2FE_Ferrari_NV/company_reports/tier1_tcfd_cross_reference_table_2025.pdf,HIGH,TO BE DETERMINED,
Ferrari NV,2FE,data/rag/reports/2FE_Ferrari_NV,YES,,,,,MANUAL DOWNLOAD,YES,Annual Report 2024,TO BE COLLECTED,TO BE COLLECTED,tier2_annual_report_2024.pdf,data/rag/reports/2FE_Ferrari_NV/external_evidence/tier2_annual_report_2024.pdf,HIGH,TO BE DETERMINED,
Ferrari NV,2FE,data/rag/reports/2FE_Ferrari_NV,YES,,,,,MANUAL DOWNLOAD,YES,Sasb Index 2024,TO BE COLLECTED,TO BE COLLECTED,tier2_sasb_index_2024.pdf,data/rag/reports/2FE_Ferrari_NV/external_evidence/tier2_sasb_index_2024.pdf,MEDIUM,TO BE DETERMINED,
Ferrari NV,2FE,data/rag/reports/2FE_Ferrari_NV,YES,,SBTi target dashboard,external_verification,HIGH,TO BE COLLECTED,NO,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,HIGH,TO BE DETERMINED,Gap identified during initial audit 2026-05-16
Ferrari NV,2FE,data/rag/reports/2FE_Ferrari_NV,YES,,CDP climate score or response,external_verification,HIGH,TO BE COLLECTED,NO,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,HIGH,TO BE DETERMINED,Gap identified during initial audit 2026-05-16
Ferrari NV,2FE,data/rag/reports/2FE_Ferrari_NV,YES,,Transition Pathway Initiative assessment,external_verification,MEDIUM,TO BE COLLECTED,NO,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,HIGH,TO BE DETERMINED,Gap identified during initial audit 2026-05-16
Ferrari NV,2FE,data/rag/reports/2FE_Ferrari_NV,YES,,Climate Action 100+ benchmark,external_verification,MEDIUM,TO BE COLLECTED,NO,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,HIGH,TO BE DETERMINED,Gap identified during initial audit 2026-05-16
NN Group NV,2NN,data/rag/reports/2NN_NN_Group_NV,YES,tier1_annual_report_2025.pdf,,,,MANUAL DOWNLOAD,YES,Annual Report 2025,TO BE COLLECTED,TO BE COLLECTED,tier1_annual_report_2025.pdf,data/rag/reports/2NN_NN_Group_NV/company_reports/tier1_annual_report_2025.pdf,HIGH,TO BE DETERMINED,
NN Group NV,2NN,data/rag/reports/2NN_NN_Group_NV,YES,,,,,MANUAL DOWNLOAD,YES,Annual Report 2024,TO BE COLLECTED,TO BE COLLECTED,tier2_annual_report_2024.pdf,data/rag/reports/2NN_NN_Group_NV/external_evidence/tier2_annual_report_2024.pdf,HIGH,TO BE DETERMINED,
NN Group NV,2NN,data/rag/reports/2NN_NN_Group_NV,YES,,SBTi target dashboard,external_verification,HIGH,TO BE COLLECTED,NO,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,HIGH,TO BE DETERMINED,Gap identified during initial audit 2026-05-16
NN Group NV,2NN,data/rag/reports/2NN_NN_Group_NV,YES,,CDP climate score or response,external_verification,HIGH,TO BE COLLECTED,NO,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,HIGH,TO BE DETERMINED,Gap identified during initial audit 2026-05-16
NN Group NV,2NN,data/rag/reports/2NN_NN_Group_NV,YES,,Third-party GHG emissions assurance,external_assurance,HIGH,TO BE COLLECTED,NO,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,HIGH,TO BE DETERMINED,Gap identified during initial audit 2026-05-16
NN Group NV,2NN,data/rag/reports/2NN_NN_Group_NV,YES,,TCFD / climate disclosure report,company_report,MEDIUM,TO BE COLLECTED,NO,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,HIGH,TO BE DETERMINED,Gap identified during initial audit 2026-05-16
NN Group NV,2NN,data/rag/reports/2NN_NN_Group_NV,YES,,Transition Pathway Initiative assessment,external_verification,MEDIUM,TO BE COLLECTED,NO,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,HIGH,TO BE DETERMINED,Gap identified during initial audit 2026-05-16
NN Group NV,2NN,data/rag/reports/2NN_NN_Group_NV,YES,,Climate Action 100+ benchmark,external_verification,MEDIUM,TO BE COLLECTED,NO,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,HIGH,TO BE DETERMINED,Gap identified during initial audit 2026-05-16
Gaztransport Et Technigaz SA,9TG,data/rag/reports/9TG_Gaztransport_Et_Technigaz_SA,YES,tier1_ethics_charter_2025.pdf,,,,MANUAL DOWNLOAD,YES,Ethics Charter 2025,TO BE COLLECTED,TO BE COLLECTED,tier1_ethics_charter_2025.pdf,data/rag/reports/9TG_Gaztransport_Et_Technigaz_SA/company_reports/tier1_ethics_charter_2025.pdf,MEDIUM,TO BE DETERMINED,
Gaztransport Et Technigaz SA,9TG,data/rag/reports/9TG_Gaztransport_Et_Technigaz_SA,YES,tier1_professional_equality_index_2025.pdf,,,,MANUAL DOWNLOAD,YES,Professional Equality Index 2025,TO BE COLLECTED,TO BE COLLECTED,tier1_professional_equality_index_2025.pdf,data/rag/reports/9TG_Gaztransport_Et_Technigaz_SA/company_reports/tier1_professional_equality_index_2025.pdf,MEDIUM,TO BE DETERMINED,
Gaztransport Et Technigaz SA,9TG,data/rag/reports/9TG_Gaztransport_Et_Technigaz_SA,YES,tier1_supplier_and_partner_code_of_conduct_2025.pdf,,,,MANUAL DOWNLOAD,YES,Supplier And Partner Code Of Conduct 2025,TO BE COLLECTED,TO BE COLLECTED,tier1_supplier_and_partner_code_of_conduct_2025.pdf,data/rag/reports/9TG_Gaztransport_Et_Technigaz_SA/company_reports/tier1_supplier_and_partner_code_of_conduct_2025.pdf,MEDIUM,TO BE DETERMINED,
Gaztransport Et Technigaz SA,9TG,data/rag/reports/9TG_Gaztransport_Et_Technigaz_SA,YES,tier1_universal_registration_document_2025.pdf,,,,MANUAL DOWNLOAD,YES,Universal Registration Document 2025,TO BE COLLECTED,TO BE COLLECTED,tier1_universal_registration_document_2025.pdf,data/rag/reports/9TG_Gaztransport_Et_Technigaz_SA/company_reports/tier1_universal_registration_document_2025.pdf,MEDIUM,TO BE DETERMINED,
Gaztransport Et Technigaz SA,9TG,data/rag/reports/9TG_Gaztransport_Et_Technigaz_SA,YES,,,,,MANUAL DOWNLOAD,YES,Csr Roadmap 2024,TO BE COLLECTED,TO BE COLLECTED,tier2_csr_roadmap_2024.pdf,data/rag/reports/9TG_Gaztransport_Et_Technigaz_SA/external_evidence/tier2_csr_roadmap_2024.pdf,MEDIUM,TO BE DETERMINED,
Gaztransport Et Technigaz SA,9TG,data/rag/reports/9TG_Gaztransport_Et_Technigaz_SA,YES,,,,,MANUAL DOWNLOAD,YES,European Taxonomy Reporting 2024,TO BE COLLECTED,TO BE COLLECTED,tier2_european_taxonomy_reporting_2024.pdf,data/rag/reports/9TG_Gaztransport_Et_Technigaz_SA/external_evidence/tier2_european_taxonomy_reporting_2024.pdf,MEDIUM,TO BE DETERMINED,
Gaztransport Et Technigaz SA,9TG,data/rag/reports/9TG_Gaztransport_Et_Technigaz_SA,YES,,,,,MANUAL DOWNLOAD,YES,Professional Equality Index 2024,TO BE COLLECTED,TO BE COLLECTED,tier2_professional_equality_index_2024.pdf,data/rag/reports/9TG_Gaztransport_Et_Technigaz_SA/external_evidence/tier2_professional_equality_index_2024.pdf,MEDIUM,TO BE DETERMINED,
Gaztransport Et Technigaz SA,9TG,data/rag/reports/9TG_Gaztransport_Et_Technigaz_SA,YES,,,,,MANUAL DOWNLOAD,YES,Sustainability Report 2024,TO BE COLLECTED,TO BE COLLECTED,tier2_sustainability_report_2024.pdf,data/rag/reports/9TG_Gaztransport_Et_Technigaz_SA/external_evidence/tier2_sustainability_report_2024.pdf,HIGH,TO BE DETERMINED,
Gaztransport Et Technigaz SA,9TG,data/rag/reports/9TG_Gaztransport_Et_Technigaz_SA,YES,,,,,MANUAL DOWNLOAD,YES,Universal Registration Document 2024,TO BE COLLECTED,TO BE COLLECTED,tier2_universal_registration_document_2024.pdf,data/rag/reports/9TG_Gaztransport_Et_Technigaz_SA/external_evidence/tier2_universal_registration_document_2024.pdf,MEDIUM,TO BE DETERMINED,
Gaztransport Et Technigaz SA,9TG,data/rag/reports/9TG_Gaztransport_Et_Technigaz_SA,YES,,SBTi target dashboard,external_verification,HIGH,TO BE COLLECTED,NO,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,HIGH,TO BE DETERMINED,Gap identified during initial audit 2026-05-16
Gaztransport Et Technigaz SA,9TG,data/rag/reports/9TG_Gaztransport_Et_Technigaz_SA,YES,,CDP climate score or response,external_verification,HIGH,TO BE COLLECTED,NO,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,HIGH,TO BE DETERMINED,Gap identified during initial audit 2026-05-16
Gaztransport Et Technigaz SA,9TG,data/rag/reports/9TG_Gaztransport_Et_Technigaz_SA,YES,,Third-party GHG emissions assurance,external_assurance,HIGH,TO BE COLLECTED,NO,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,TO BE COLLECTED,HIGH,TO BE DETERMINED,Gap identified during initial audit 2026-05-16
